,date_local,arithmetic_mean_gaseous,first_max_value_gaseous,first_max_hour_gaseous,aqi_gaseous,arithmetic_mean_particle,first_max_value_particle,first_max_hour_particle,aqi_particle,AQI,date_year
3527,2009-08-23,0.040529,0.051,17.0,44.0,11.0,11.0,0.0,19.0,44.0,2009
3528,2009-08-24,0.032208,0.045,16.0,38.0,,,,,38.0,2009
3529,2009-08-25,0.0205,0.036,16.0,28.0,,,,,28.0,2009
3530,2009-08-26,0.035706,0.057,16.0,46.0,2.6,2.6,0.0,11.0,46.0,2009
3531,2009-08-27,0.038765,0.054,18.0,46.0,,,,,46.0,2009
3532,2009-08-28,0.048059,0.058,10.0,49.0,,,,,49.0,2009
3533,2009-08-29,0.048471,0.059,9.0,51.0,15.0,15.0,0.0,19.0,51.0,2009
3534,2009-08-30,0.048958,0.064,10.0,64.0,,,,,64.0,2009
3535,2009-08-31,0.029667,0.053,23.0,38.0,,,,,38.0,2009
3536,2009-09-01,0.038708,0.052,17.0,44.0,4.7,4.7,0.0,20.0,44.0,2009
3537,2009-09-02,0.033833,0.054,10.0,43.0,,,,,43.0,2009
3538,2009-09-03,0.038118,0.061,13.0,45.0,,,,,45.0,2009
3539,2009-09-04,0.034176,0.052,11.0,40.0,37.0,37.0,0.0,36.0,40.0,2009
3540,2009-09-05,0.026417,0.039,9.0,31.0,,,,,31.0,2009
3541,2009-09-06,0.036235,0.049,14.0,44.0,,,,,44.0,2009
3542,2009-09-07,0.032176,0.045,14.0,40.0,4.2,4.2,0.0,18.0,40.0,2009
3543,2009-09-08,0.033235,0.043,12.0,39.0,,,,,39.0,2009
3544,2009-09-09,0.029882,0.04,12.0,36.0,,,,,36.0,2009
3545,2009-09-10,0.031412,0.045,11.0,39.0,11.0,11.0,0.0,21.0,39.0,2009
3546,2009-09-11,0.035353,0.05,12.0,44.0,,,,,44.0,2009
3547,2009-09-12,0.042882,0.052,11.0,44.0,,,,,44.0,2009
3548,2009-09-13,0.034917,0.044,10.0,35.0,,,,,35.0,2009
3549,2009-09-14,0.025412,0.036,14.0,28.0,,,,,28.0,2009
3550,2009-09-15,0.032882,0.046,21.0,35.0,,,,,35.0,2009
3551,2009-09-16,0.025667,0.043,11.0,33.0,15.0,15.0,0.0,25.0,33.0,2009
3552,2009-09-17,0.036765,0.051,14.0,43.0,,,,,43.0,2009
3553,2009-09-18,0.036176,0.048,12.0,42.0,,,,,42.0,2009
3554,2009-09-19,0.036353,0.052,10.0,45.0,2.6,2.6,0.0,11.0,45.0,2009
3555,2009-09-20,0.047471,0.057,15.0,51.0,,,,,51.0,2009
3556,2009-09-21,0.037588,0.056,11.0,51.0,,,,,51.0,2009
3557,2009-09-22,0.040588,0.05,15.0,44.0,13.0,13.0,0.0,15.0,44.0,2009
3558,2009-09-23,0.035583,0.048,11.0,44.0,,,,,44.0,2009
3559,2009-09-24,0.022765,0.037,11.0,32.0,,,,,32.0,2009
3560,2009-09-25,0.027529,0.043,13.0,36.0,8.0,8.0,0.0,33.0,36.0,2009
3561,2009-09-26,0.032588,0.048,15.0,41.0,,,,,41.0,2009
3562,2009-09-27,0.036471,0.05,16.0,44.0,,,,,44.0,2009
3563,2009-09-28,0.035294,0.051,9.0,45.0,18.0,18.0,0.0,27.0,45.0,2009
3564,2009-09-29,0.040471,0.048,10.0,41.0,,,,,41.0,2009
3565,2009-09-30,0.04275,0.058,15.0,50.0,,,,,50.0,2009
3566,2009-10-01,0.034471,0.05,14.0,43.0,3.9,3.9,0.0,16.0,43.0,2009
3567,2009-10-02,0.044471,0.054,13.0,48.0,,,,,48.0,2009
3568,2009-10-03,0.033833,0.046,8.0,36.0,,,,,36.0,2009
3569,2009-10-04,0.044588,0.051,21.0,45.0,28.0,28.0,0.0,26.0,45.0,2009
3570,2009-10-05,0.045458,0.055,12.0,47.0,,,,,47.0,2009
3571,2009-10-06,0.037211,0.056,12.0,45.0,,,,,45.0,2009
3572,2009-10-07,0.034588,0.047,17.0,39.0,4.2,4.2,0.0,18.0,39.0,2009
3573,2009-10-08,0.040176,0.052,16.0,45.0,,,,,45.0,2009
3574,2009-10-09,0.037882,0.052,16.0,46.0,,,,,46.0,2009
3575,2009-10-10,0.040941,0.054,17.0,44.0,20.0,20.0,0.0,25.0,44.0,2009
3576,2009-10-11,0.037292,0.052,16.0,46.0,,,,,46.0,2009
3577,2009-10-12,0.036412,0.046,14.0,38.0,,,,,38.0,2009
3578,2009-10-13,0.036412,0.039,18.0,35.0,2.3,2.3,0.0,10.0,35.0,2009
3579,2009-10-14,0.029833,0.036,8.0,31.0,,,,,31.0,2009
3580,2009-10-15,0.022647,0.043,14.0,34.0,,,,,34.0,2009
3581,2009-10-16,0.023471,0.045,15.0,38.0,15.0,15.0,0.0,15.0,38.0,2009
3582,2009-10-17,0.028647,0.046,16.0,39.0,,,,,39.0,2009
3583,2009-10-18,0.028647,0.046,15.0,39.0,,,,,39.0,2009
3584,2009-10-19,0.034529,0.038,23.0,35.0,2.9,2.9,0.0,12.0,35.0,2009
3585,2009-10-20,0.0345,0.046,13.0,40.0,,,,,40.0,2009
3586,2009-10-21,0.024529,0.044,14.0,36.0,,,,,36.0,2009
3587,2009-10-22,0.024765,0.049,14.0,40.0,12.0,12.0,0.0,15.0,40.0,2009
3588,2009-10-23,0.032882,0.049,16.0,43.0,,,,,43.0,2009
3589,2009-10-24,0.027588,0.047,15.0,40.0,,,,,40.0,2009
3590,2009-10-25,0.029176,0.044,14.0,37.0,2.4,2.4,0.0,10.0,37.0,2009
3591,2009-10-26,0.027,0.044,14.0,35.0,,,,,35.0,2009
3592,2009-10-27,0.044765,0.056,16.0,45.0,,,,,45.0,2009
3593,2009-10-28,0.03325,0.041,7.0,33.0,12.0,12.0,0.0,11.0,33.0,2009
3594,2009-10-29,0.026833,0.034,14.0,30.0,,,,,30.0,2009
3595,2009-10-30,0.018647,0.035,10.0,30.0,,,,,30.0,2009
3596,2009-10-31,0.020667,0.037,13.0,30.0,1.8,1.8,0.0,8.0,30.0,2009
3597,2009-11-03,,,,,11.0,11.0,0.0,17.0,17.0,2009
3598,2009-11-06,,,,,5.1,5.1,0.0,21.0,21.0,2009
3599,2009-11-09,,,,,13.0,13.0,0.0,20.0,20.0,2009
3600,2009-11-12,,,,,5.5,5.5,0.0,23.0,23.0,2009
3601,2009-11-15,,,,,5.0,5.0,0.0,9.0,9.0,2009
3602,2009-11-18,,,,,4.9,4.9,0.0,20.0,20.0,2009
3603,2009-11-21,,,,,11.0,11.0,0.0,23.0,23.0,2009
3604,2009-11-24,,,,,1.2,1.2,0.0,5.0,5.0,2009
3605,2009-11-27,,,,,15.0,15.0,0.0,21.0,21.0,2009
3606,2009-11-30,,,,,2.2,2.2,0.0,9.0,9.0,2009
3607,2009-12-03,,,,,9.0,9.0,0.0,13.0,13.0,2009
3608,2009-12-06,,,,,2.7,2.7,0.0,11.0,11.0,2009
3609,2009-12-09,,,,,2.3,2.3,0.0,10.0,10.0,2009
3610,2009-12-11,,,,,7.7,7.7,0.0,32.0,32.0,2009
3611,2009-12-12,,,,,2.6,2.6,0.0,11.0,11.0,2009
3612,2009-12-15,,,,,12.0,12.0,0.0,20.0,20.0,2009
3613,2009-12-18,,,,,2.5,2.5,0.0,10.0,10.0,2009
3614,2009-12-21,,,,,16.0,16.0,0.0,23.0,23.0,2009
3615,2009-12-24,,,,,1.5,1.5,0.0,6.0,6.0,2009
3616,2009-12-27,,,,,7.0,7.0,0.0,18.0,18.0,2009
3617,2009-12-30,,,,,3.0,3.0,0.0,13.0,13.0,2009
3618,2010-01-02,,,,,4.0,4.0,0.0,12.0,12.0,2010
3619,2010-01-05,,,,,1.9,1.9,0.0,8.0,8.0,2010
3620,2010-01-08,,,,,9.0,9.0,0.0,22.0,22.0,2010
3621,2010-01-11,,,,,1.9,1.9,0.0,8.0,8.0,2010
3622,2010-01-14,,,,,5.0,5.0,0.0,13.0,13.0,2010
3623,2010-01-17,,,,,2.7,2.7,0.0,11.0,11.0,2010
3624,2010-01-20,,,,,5.0,5.0,0.0,13.0,13.0,2010
3625,2010-01-23,,,,,0.3,0.3,0.0,1.0,1.0,2010
3626,2010-01-26,,,,,8.0,8.0,0.0,13.0,13.0,2010
3627,2010-01-29,,,,,2.1,2.1,0.0,9.0,9.0,2010
3628,2010-02-01,,,,,5.3,5.3,0.0,22.0,22.0,2010
3629,2010-02-04,,,,,3.2,3.2,0.0,13.0,13.0,2010
3630,2010-02-07,,,,,1.0,1.0,0.0,3.0,3.0,2010
3631,2010-02-10,,,,,2.1,2.1,0.0,9.0,9.0,2010
3632,2010-02-13,,,,,5.0,5.0,0.0,7.0,7.0,2010
3633,2010-02-16,,,,,1.6,1.6,0.0,7.0,7.0,2010
3634,2010-02-19,,,,,14.0,14.0,0.0,15.0,15.0,2010
3635,2010-02-22,,,,,1.6,1.6,0.0,7.0,7.0,2010
3636,2010-02-25,,,,,6.0,6.0,0.0,8.0,8.0,2010
3637,2010-02-28,,,,,0.5,0.5,0.0,2.0,2.0,2010
3638,2010-03-03,,,,,12.0,12.0,0.0,11.0,11.0,2010
3639,2010-03-06,,,,,2.4,2.4,0.0,10.0,10.0,2010
3640,2010-03-09,,,,,4.0,4.0,0.0,11.0,11.0,2010
3641,2010-03-12,,,,,2.6,2.6,0.0,11.0,11.0,2010
3642,2010-03-15,,,,,5.0,5.0,0.0,11.0,11.0,2010
3643,2010-03-18,,,,,2.9,2.9,0.0,12.0,12.0,2010
3644,2010-03-21,,,,,8.0,8.0,0.0,19.0,19.0,2010
3645,2010-03-24,,,,,3.0,3.0,0.0,13.0,13.0,2010
3646,2010-03-27,,,,,7.0,7.0,0.0,10.0,10.0,2010
3647,2010-03-30,,,,,3.9,3.9,0.0,16.0,16.0,2010
3648,2010-03-31,0.0495,0.05,22.0,46.0,,,,,46.0,2010
3649,2010-04-01,0.04975,0.055,16.0,49.0,,,,,49.0,2010
3650,2010-04-02,0.052706,0.057,17.0,51.0,8.0,8.0,0.0,13.0,51.0,2010
3651,2010-04-03,0.052353,0.058,17.0,51.0,,,,,51.0,2010
3652,2010-04-04,0.057176,0.061,20.0,64.0,,,,,64.0,2010
3653,2010-04-05,0.052917,0.061,7.0,64.0,6.5,6.5,0.0,27.0,64.0,2010
3654,2010-04-06,0.049118,0.057,10.0,49.0,,,,,49.0,2010
3655,2010-04-07,0.045667,0.059,15.0,54.0,,,,,54.0,2010
3656,2010-04-08,0.049235,0.067,16.0,77.0,13.0,13.0,0.0,17.0,77.0,2010
3657,2010-04-09,0.047,0.063,9.0,54.0,,,,,54.0,2010
3658,2010-04-10,0.039941,0.057,18.0,47.0,,,,,47.0,2010
3659,2010-04-11,0.045529,0.06,16.0,48.0,3.2,3.2,0.0,13.0,48.0,2010
3660,2010-04-12,0.046417,0.051,13.0,44.0,,,,,44.0,2010
3661,2010-04-13,0.049,0.062,14.0,64.0,,,,,64.0,2010
3662,2010-04-14,0.051941,0.065,16.0,71.0,19.0,19.0,0.0,26.0,71.0,2010
3663,2010-04-15,0.049412,0.074,10.0,87.0,,,,,87.0,2010
3664,2010-04-16,0.041353,0.057,17.0,49.0,,,,,49.0,2010
3665,2010-04-17,0.044059,0.057,11.0,50.0,5.1,5.1,0.0,21.0,50.0,2010
3666,2010-04-18,0.046,0.06,18.0,58.0,,,,,58.0,2010
3667,2010-04-19,0.043471,0.052,14.0,46.0,,,,,46.0,2010
3668,2010-04-20,0.041118,0.047,9.0,42.0,18.0,18.0,0.0,25.0,42.0,2010
3669,2010-04-21,0.043348,0.056,15.0,45.0,,,,,45.0,2010
3670,2010-04-22,0.039118,0.052,15.0,44.0,,,,,44.0,2010
3671,2010-04-23,0.041706,0.054,17.0,46.0,,,,,46.0,2010
3672,2010-04-24,0.046294,0.056,16.0,51.0,,,,,51.0,2010
3673,2010-04-25,0.041471,0.056,15.0,50.0,,,,,50.0,2010
3674,2010-04-26,0.039706,0.055,18.0,44.0,13.0,13.0,0.0,23.0,44.0,2010
3675,2010-04-27,0.060412,0.069,22.0,84.0,,,,,84.0,2010
3676,2010-04-28,0.049167,0.064,20.0,54.0,,,,,54.0,2010
3677,2010-04-29,0.056,0.061,9.0,61.0,,,,,61.0,2010
3678,2010-04-30,0.038533,0.046,12.0,41.0,,,,,41.0,2010
3679,2010-05-01,0.044941,0.049,23.0,45.0,,,,,45.0,2010
3680,2010-05-02,0.050364,0.061,11.0,51.0,12.0,12.0,0.0,11.0,51.0,2010
3681,2010-05-03,0.048667,0.059,13.0,54.0,,,,,54.0,2010
3682,2010-05-04,0.047353,0.063,15.0,71.0,,,,,71.0,2010
3683,2010-05-05,0.055471,0.066,14.0,77.0,4.2,4.2,0.0,18.0,77.0,2010
3684,2010-05-06,0.046375,0.055,18.0,49.0,,,,,49.0,2010
3685,2010-05-07,0.041118,0.055,11.0,48.0,,,,,48.0,2010
3686,2010-05-08,0.043353,0.058,17.0,50.0,16.0,16.0,0.0,20.0,50.0,2010
3687,2010-05-09,0.062,0.07,9.0,93.0,,,,,93.0,2010
3688,2010-05-10,0.058,0.062,20.0,67.0,,,,,67.0,2010
3689,2010-05-11,0.058708,0.074,14.0,87.0,3.8,3.8,0.0,16.0,87.0,2010
3690,2010-05-12,0.037292,0.051,17.0,43.0,,,,,43.0,2010
3691,2010-05-13,0.035706,0.052,14.0,44.0,,,,,44.0,2010
3692,2010-05-14,0.039941,0.057,11.0,50.0,11.0,11.0,0.0,12.0,50.0,2010
3693,2010-05-15,0.048706,0.061,18.0,61.0,,,,,61.0,2010
3694,2010-05-16,0.055412,0.068,17.0,77.0,,,,,77.0,2010
3695,2010-05-17,0.053176,0.063,14.0,61.0,5.8,5.8,0.0,24.0,61.0,2010
3696,2010-05-18,0.045826,0.058,16.0,47.0,,,,,47.0,2010
3697,2010-05-19,0.040042,0.052,10.0,46.0,,,,,46.0,2010
3698,2010-05-20,0.041412,0.056,15.0,50.0,11.0,11.0,0.0,13.0,50.0,2010
3699,2010-05-21,0.062824,0.07,22.0,90.0,,,,,90.0,2010
3700,2010-05-22,0.066333,0.071,17.0,93.0,,,,,93.0,2010
3701,2010-05-23,0.058292,0.064,7.0,74.0,5.9,5.9,0.0,25.0,74.0,2010
3702,2010-05-24,0.044125,0.05,18.0,44.0,,,,,44.0,2010
3703,2010-05-25,0.049,0.06,18.0,54.0,,,,,54.0,2010
3704,2010-05-26,0.049706,0.062,9.0,67.0,31.0,31.0,0.0,29.0,67.0,2010
3705,2010-05-27,0.040529,0.054,9.0,47.0,,,,,47.0,2010
3706,2010-05-28,0.040647,0.048,20.0,42.0,,,,,42.0,2010
3707,2010-05-29,0.061412,0.081,17.0,122.0,2.4,2.4,0.0,10.0,122.0,2010
3708,2010-05-30,0.054235,0.067,17.0,74.0,,,,,74.0,2010
3709,2010-05-31,0.044583,0.055,8.0,49.0,,,,,49.0,2010
3710,2010-06-01,0.037708,0.051,16.0,44.0,7.0,7.0,0.0,11.0,44.0,2010
3711,2010-06-02,0.044,0.056,11.0,47.0,,,,,47.0,2010
3712,2010-06-03,0.036,0.043,16.0,38.0,,,,,38.0,2010
3713,2010-06-04,0.034529,0.041,13.0,37.0,3.7,3.7,0.0,15.0,37.0,2010
3714,2010-06-05,0.034882,0.046,9.0,38.0,,,,,38.0,2010
3715,2010-06-06,0.035,0.043,9.0,38.0,,,,,38.0,2010
3716,2010-06-07,0.03165,0.044,13.0,38.0,18.0,18.0,0.0,22.0,38.0,2010
3717,2010-06-08,0.031667,0.044,14.0,38.0,,,,,38.0,2010
3718,2010-06-09,0.031647,0.035,11.0,31.0,,,,,31.0,2010
3719,2010-06-10,0.043706,0.06,19.0,44.0,3.5,3.5,0.0,15.0,44.0,2010
3720,2010-06-11,0.047235,0.055,17.0,48.0,,,,,48.0,2010
3721,2010-06-12,0.053,0.064,14.0,71.0,,,,,71.0,2010
3722,2010-06-13,0.043583,0.055,17.0,47.0,11.0,11.0,0.0,18.0,47.0,2010
3723,2010-06-14,0.038118,0.048,16.0,43.0,,,,,43.0,2010
3724,2010-06-15,0.050588,0.063,18.0,64.0,,,,,64.0,2010
3725,2010-06-16,0.049235,0.057,8.0,51.0,4.2,4.2,0.0,18.0,51.0,2010
3726,2010-06-17,0.045,0.06,9.0,51.0,,,,,51.0,2010
3727,2010-06-18,0.039941,0.055,16.0,47.0,,,,,47.0,2010
3728,2010-06-19,0.039125,0.061,8.0,49.0,12.0,12.0,0.0,20.0,49.0,2010
3729,2010-06-20,0.038765,0.052,8.0,44.0,,,,,44.0,2010
3730,2010-06-21,0.047824,0.062,16.0,64.0,,,,,64.0,2010
3731,2010-06-22,0.052294,0.065,18.0,67.0,3.3,3.3,0.0,14.0,67.0,2010
3732,2010-06-23,0.040958,0.059,10.0,48.0,,,,,48.0,2010
3733,2010-06-24,0.045529,0.053,17.0,45.0,,,,,45.0,2010
3734,2010-06-25,0.041176,0.054,7.0,42.0,15.0,15.0,0.0,19.0,42.0,2010
3735,2010-06-26,0.04185,0.069,15.0,61.0,,,,,61.0,2010
3736,2010-06-27,0.03975,0.05,16.0,44.0,,,,,44.0,2010
3737,2010-06-28,0.042118,0.056,18.0,46.0,2.4,2.4,0.0,10.0,46.0,2010
3738,2010-06-29,0.048706,0.064,14.0,61.0,,,,,61.0,2010
3739,2010-06-30,0.051882,0.072,18.0,61.0,,,,,61.0,2010
3740,2010-07-01,0.050706,0.066,18.0,61.0,13.0,13.0,0.0,19.0,61.0,2010
3741,2010-07-02,0.045667,0.063,13.0,58.0,,,,,58.0,2010
3742,2010-07-03,0.046882,0.06,9.0,50.0,,,,,50.0,2010
3743,2010-07-04,0.03975,0.048,17.0,41.0,6.2,6.2,0.0,26.0,41.0,2010
3744,2010-07-05,0.041118,0.046,12.0,42.0,,,,,42.0,2010
3745,2010-07-06,0.041917,0.05,18.0,44.0,,,,,44.0,2010
3746,2010-07-07,0.039,0.05,16.0,44.0,15.0,15.0,0.0,23.0,44.0,2010
3747,2010-07-08,0.0315,0.049,10.0,41.0,,,,,41.0,2010
3748,2010-07-09,0.034941,0.055,15.0,45.0,,,,,45.0,2010
3749,2010-07-10,0.035042,0.056,11.0,44.0,3.4,3.4,0.0,14.0,44.0,2010
3750,2010-07-11,0.040118,0.046,9.0,41.0,,,,,41.0,2010
3751,2010-07-12,0.038167,0.045,10.0,41.0,,,,,41.0,2010
3752,2010-07-13,0.037412,0.045,13.0,41.0,17.0,17.0,0.0,31.0,41.0,2010
3753,2010-07-14,0.040647,0.049,16.0,44.0,,,,,44.0,2010
3754,2010-07-15,0.039412,0.05,14.0,44.0,,,,,44.0,2010
3755,2010-07-16,0.031042,0.045,11.0,32.0,3.9,3.9,0.0,16.0,32.0,2010
3756,2010-07-17,0.041353,0.054,12.0,47.0,,,,,47.0,2010
3757,2010-07-18,0.041824,0.047,16.0,42.0,,,,,42.0,2010
3758,2010-07-19,0.041417,0.056,17.0,44.0,15.0,15.0,0.0,17.0,44.0,2010
3759,2010-07-20,0.039647,0.052,15.0,43.0,,,,,43.0,2010
3760,2010-07-21,0.038941,0.049,17.0,42.0,,,,,42.0,2010
3761,2010-07-22,0.033375,0.044,17.0,36.0,3.4,3.4,0.0,14.0,36.0,2010
3762,2010-07-23,0.024917,0.039,15.0,31.0,,,,,31.0,2010
3763,2010-07-24,0.035235,0.049,15.0,43.0,,,,,43.0,2010
3764,2010-07-25,0.050765,0.058,16.0,51.0,9.0,9.0,0.0,18.0,51.0,2010
3765,2010-07-26,0.042765,0.053,17.0,46.0,,,,,46.0,2010
3766,2010-07-27,0.0345,0.044,17.0,37.0,,,,,37.0,2010
3767,2010-07-28,0.031217,0.043,17.0,36.0,3.6,3.6,0.0,15.0,36.0,2010
3768,2010-07-29,0.020583,0.033,9.0,24.0,,,,,24.0,2010
3769,2010-07-30,0.032,0.046,16.0,37.0,,,,,37.0,2010
3770,2010-07-31,0.025292,0.037,11.0,27.0,11.0,11.0,0.0,25.0,27.0,2010
3771,2010-08-01,0.026208,0.036,12.0,31.0,,,,,31.0,2010
3772,2010-08-02,0.022824,0.039,12.0,32.0,,,,,32.0,2010
3773,2010-08-03,0.035235,0.048,14.0,42.0,,,,,42.0,2010
3774,2010-08-04,0.036412,0.056,17.0,46.0,,,,,46.0,2010
3775,2010-08-05,0.033118,0.054,18.0,42.0,,,,,42.0,2010
3776,2010-08-06,0.035,0.048,16.0,39.0,15.0,15.0,0.0,21.0,39.0,2010
3777,2010-08-07,0.023167,0.035,11.0,26.0,,,,,26.0,2010
3778,2010-08-08,0.027471,0.04,16.0,31.0,,,,,31.0,2010
3779,2010-08-09,0.029375,0.043,16.0,35.0,3.2,3.2,0.0,13.0,35.0,2010
3780,2010-08-10,0.031059,0.04,16.0,35.0,,,,,35.0,2010
3781,2010-08-11,0.028292,0.037,9.0,32.0,,,,,32.0,2010
3782,2010-08-12,0.033412,0.04,18.0,33.0,11.0,11.0,0.0,18.0,33.0,2010
3783,2010-08-13,0.037235,0.051,14.0,45.0,,,,,45.0,2010
3784,2010-08-14,0.036529,0.046,16.0,41.0,,,,,41.0,2010
3785,2010-08-15,0.036235,0.047,11.0,40.0,4.2,4.2,0.0,18.0,40.0,2010
3786,2010-08-16,0.032917,0.048,10.0,40.0,,,,,40.0,2010
3787,2010-08-17,0.030588,0.05,9.0,34.0,,,,,34.0,2010
3788,2010-08-18,0.038059,0.051,17.0,44.0,9.0,9.0,0.0,19.0,44.0,2010
3789,2010-08-19,0.034083,0.05,17.0,43.0,,,,,43.0,2010
3790,2010-08-20,0.036059,0.046,17.0,40.0,,,,,40.0,2010
3791,2010-08-21,0.037118,0.045,21.0,37.0,4.0,4.0,0.0,17.0,37.0,2010
3792,2010-08-22,0.038941,0.049,16.0,43.0,,,,,43.0,2010
3793,2010-08-23,0.033583,0.048,14.0,41.0,,,,,41.0,2010
3794,2010-08-24,0.039235,0.049,22.0,41.0,11.0,11.0,0.0,21.0,41.0,2010
3795,2010-08-25,0.041125,0.052,8.0,44.0,,,,,44.0,2010
3796,2010-08-26,0.044412,0.055,19.0,45.0,,,,,45.0,2010
3797,2010-08-27,0.037824,0.051,11.0,40.0,2.7,2.7,0.0,11.0,40.0,2010
3798,2010-08-28,0.039583,0.049,9.0,41.0,,,,,41.0,2010
3799,2010-08-29,0.044176,0.05,18.0,45.0,,,,,45.0,2010
3800,2010-08-30,0.043542,0.057,17.0,48.0,13.0,13.0,0.0,15.0,48.0,2010
3801,2010-08-31,0.039042,0.056,10.0,43.0,,,,,43.0,2010
3802,2010-09-01,0.030765,0.049,11.0,41.0,,,,,41.0,2010
3803,2010-09-02,0.033235,0.046,16.0,40.0,3.9,3.9,0.0,16.0,40.0,2010
3804,2010-09-03,0.038882,0.051,17.0,43.0,,,,,43.0,2010
3805,2010-09-04,0.043941,0.052,17.0,45.0,,,,,45.0,2010
3806,2010-09-05,0.044833,0.055,8.0,46.0,16.0,16.0,0.0,22.0,46.0,2010
3807,2010-09-06,0.037706,0.048,10.0,42.0,,,,,42.0,2010
3808,2010-09-07,0.032588,0.039,9.0,34.0,,,,,34.0,2010
3809,2010-09-08,0.036588,0.045,23.0,37.0,3.2,3.2,0.0,13.0,37.0,2010
3810,2010-09-09,0.037542,0.048,13.0,43.0,,,,,43.0,2010
3811,2010-09-10,0.040647,0.054,16.0,46.0,,,,,46.0,2010
3812,2010-09-11,0.039588,0.051,16.0,45.0,11.0,11.0,0.0,20.0,45.0,2010
3813,2010-09-12,0.033941,0.052,15.0,45.0,,,,,45.0,2010
3814,2010-09-13,0.030765,0.045,12.0,39.0,,,,,39.0,2010
3815,2010-09-14,0.029706,0.046,16.0,41.0,3.5,3.5,0.0,15.0,41.0,2010
3816,2010-09-15,0.032353,0.04,12.0,36.0,,,,,36.0,2010
3817,2010-09-16,0.030647,0.042,17.0,35.0,,,,,35.0,2010
3818,2010-09-17,0.033,0.047,17.0,39.0,9.0,9.0,0.0,13.0,39.0,2010
3819,2010-09-18,0.032353,0.051,17.0,42.0,,,,,42.0,2010
3820,2010-09-19,0.040294,0.053,16.0,45.0,,,,,45.0,2010
3821,2010-09-20,0.034941,0.049,15.0,43.0,2.8,2.8,0.0,12.0,43.0,2010
3822,2010-09-21,0.034588,0.044,16.0,36.0,,,,,36.0,2010
3823,2010-09-22,0.035353,0.042,20.0,35.0,,,,,35.0,2010
3824,2010-09-23,0.041118,0.058,15.0,49.0,41.0,41.0,0.0,38.0,49.0,2010
3825,2010-09-24,0.035529,0.057,15.0,49.0,,,,,49.0,2010
3826,2010-09-25,0.037941,0.058,15.0,50.0,,,,,50.0,2010
3827,2010-09-26,0.038235,0.052,13.0,46.0,3.1,3.1,0.0,13.0,46.0,2010
3828,2010-09-27,0.043059,0.056,13.0,48.0,,,,,48.0,2010
3829,2010-09-28,0.040667,0.059,11.0,50.0,,,,,50.0,2010
3830,2010-09-29,0.040824,0.06,12.0,58.0,11.0,11.0,0.0,14.0,58.0,2010
3831,2010-09-30,0.038529,0.06,15.0,49.0,,,,,49.0,2010
3832,2010-10-01,0.028542,0.049,9.0,41.0,,,,,41.0,2010
3833,2010-10-02,0.029941,0.044,16.0,37.0,4.8,4.8,0.0,20.0,37.0,2010
3834,2010-10-03,0.030471,0.046,15.0,40.0,,,,,40.0,2010
3835,2010-10-04,0.031941,0.045,13.0,37.0,,,,,37.0,2010
3836,2010-10-05,0.030917,0.039,14.0,33.0,6.0,6.0,0.0,13.0,33.0,2010
3837,2010-10-06,0.038353,0.044,21.0,38.0,,,,,38.0,2010
3838,2010-10-07,0.039542,0.052,16.0,44.0,,,,,44.0,2010
3839,2010-10-08,0.033588,0.058,14.0,48.0,2.5,2.5,0.0,10.0,48.0,2010
3840,2010-10-09,0.029118,0.059,13.0,48.0,,,,,48.0,2010
3841,2010-10-10,0.031471,0.054,15.0,45.0,,,,,45.0,2010
3842,2010-10-11,0.024353,0.043,13.0,38.0,7.0,7.0,0.0,13.0,38.0,2010
3843,2010-10-12,0.019706,0.037,16.0,31.0,,,,,31.0,2010
3844,2010-10-13,0.023824,0.045,12.0,37.0,,,,,37.0,2010
3845,2010-10-14,0.022412,0.042,10.0,35.0,5.5,5.5,0.0,23.0,35.0,2010
3846,2010-10-15,0.028529,0.045,12.0,37.0,,,,,37.0,2010
3847,2010-10-16,0.027706,0.044,13.0,39.0,,,,,39.0,2010
3848,2010-10-17,0.026625,0.045,10.0,34.0,13.0,13.0,0.0,21.0,34.0,2010
3849,2010-10-18,0.019176,0.036,13.0,30.0,,,,,30.0,2010
3850,2010-10-19,0.024471,0.036,10.0,30.0,,,,,30.0,2010
3851,2010-10-20,0.02,0.033,16.0,26.0,3.4,3.4,0.0,14.0,26.0,2010
3852,2010-10-21,0.027941,0.038,12.0,29.0,,,,,29.0,2010
3853,2010-10-22,0.035235,0.04,20.0,36.0,,,,,36.0,2010
3854,2010-10-23,0.034292,0.048,14.0,42.0,13.0,13.0,0.0,27.0,42.0,2010
3855,2010-10-24,0.039647,0.044,21.0,39.0,,,,,39.0,2010
3856,2010-10-25,0.028,0.042,7.0,36.0,,,,,36.0,2010
3857,2010-10-26,0.025588,0.048,15.0,43.0,1.9,1.9,0.0,8.0,43.0,2010
3858,2010-10-27,0.024706,0.044,14.0,35.0,,,,,35.0,2010
3859,2010-10-28,0.016059,0.034,11.0,28.0,,,,,28.0,2010
3860,2010-10-29,0.020235,0.042,16.0,33.0,16.0,16.0,0.0,18.0,33.0,2010
3861,2010-10-30,0.022824,0.038,15.0,32.0,,,,,32.0,2010
3862,2010-10-31,0.027917,0.045,14.0,37.0,,,,,37.0,2010
3863,2010-11-01,,,,,1.5,1.5,0.0,6.0,6.0,2010
3864,2010-11-04,,,,,13.0,13.0,0.0,28.0,28.0,2010
3865,2010-11-07,,,,,2.8,2.8,0.0,12.0,12.0,2010
