,date_local,arithmetic_mean_gaseous,first_max_value_gaseous,first_max_hour_gaseous,aqi_gaseous,arithmetic_mean_particle,first_max_value_particle,first_max_hour_particle,aqi_particle,AQI,date_year
2397,2003-08-08,0.045471,0.05,20.0,44.0,,,,,44.0,2003
2398,2003-08-09,0.047588,0.05,23.0,45.0,,,,,45.0,2003
2399,2003-08-10,0.048167,0.05,7.0,45.0,3.2,3.2,0.0,13.0,45.0,2003
2400,2003-08-11,0.048882,0.054,13.0,47.0,,,,,47.0,2003
2401,2003-08-12,0.049765,0.054,7.0,47.0,,,,,47.0,2003
2402,2003-08-13,0.047167,0.05,7.0,44.0,17.0,17.0,0.0,20.0,44.0,2003
2403,2003-08-14,0.048471,0.053,22.0,45.0,,,,,45.0,2003
2404,2003-08-15,0.057412,0.074,17.0,77.0,,,,,77.0,2003
2405,2003-08-16,0.057941,0.063,18.0,71.0,4.5,4.5,0.0,19.0,71.0,2003
2406,2003-08-17,0.056824,0.06,23.0,67.0,,,,,67.0,2003
2407,2003-08-18,0.058042,0.062,8.0,67.0,,,,,67.0,2003
2408,2003-08-19,0.047765,0.052,16.0,45.0,26.0,26.0,0.0,24.0,45.0,2003
2409,2003-08-20,0.048792,0.053,10.0,48.0,,,,,48.0,2003
2410,2003-08-21,0.041375,0.046,8.0,41.0,,,,,41.0,2003
2411,2003-08-22,0.040529,0.046,13.0,38.0,4.9,4.9,0.0,20.0,38.0,2003
2412,2003-08-23,0.044294,0.048,19.0,42.0,,,,,42.0,2003
2413,2003-08-24,0.047353,0.053,16.0,46.0,,,,,46.0,2003
2414,2003-08-25,0.045059,0.05,15.0,44.0,11.0,11.0,0.0,18.0,44.0,2003
2415,2003-08-26,0.045941,0.05,22.0,44.0,,,,,44.0,2003
2416,2003-08-27,0.043708,0.049,23.0,43.0,,,,,43.0,2003
2417,2003-08-28,0.046625,0.05,14.0,44.0,3.3,3.3,0.0,14.0,44.0,2003
2418,2003-08-29,0.045375,0.048,12.0,43.0,,,,,43.0,2003
2419,2003-08-30,0.039417,0.045,13.0,39.0,,,,,39.0,2003
2420,2003-08-31,0.040647,0.045,17.0,40.0,10.0,10.0,0.0,14.0,40.0,2003
2421,2003-09-01,0.042208,0.05,13.0,44.0,,,,,44.0,2003
2422,2003-09-02,0.050917,0.058,21.0,49.0,,,,,49.0,2003
2423,2003-09-03,0.059471,0.066,18.0,77.0,4.8,4.8,0.0,20.0,77.0,2003
2424,2003-09-04,0.055882,0.068,13.0,61.0,,,,,61.0,2003
2425,2003-09-05,0.060958,0.064,13.0,77.0,,,,,77.0,2003
2426,2003-09-06,0.0515,0.062,12.0,50.0,13.0,13.0,0.0,19.0,50.0,2003
2427,2003-09-07,0.050458,0.063,13.0,64.0,,,,,64.0,2003
2428,2003-09-08,0.0375,0.047,14.0,41.0,,,,,41.0,2003
2429,2003-09-09,0.031235,0.053,22.0,41.0,5.3,5.3,0.0,22.0,41.0,2003
2430,2003-09-10,0.037235,0.059,23.0,44.0,,,,,44.0,2003
2431,2003-09-11,0.055706,0.062,17.0,64.0,,,,,64.0,2003
2432,2003-09-12,0.053588,0.056,22.0,54.0,7.0,7.0,0.0,10.0,54.0,2003
2433,2003-09-13,0.055667,0.058,7.0,58.0,,,,,58.0,2003
2434,2003-09-14,0.052941,0.057,21.0,54.0,,,,,54.0,2003
2435,2003-09-15,0.0545,0.059,11.0,54.0,3.9,3.9,0.0,16.0,54.0,2003
2436,2003-09-16,0.046824,0.054,23.0,47.0,,,,,47.0,2003
2437,2003-09-17,0.050882,0.056,22.0,49.0,,,,,49.0,2003
2438,2003-09-18,0.058,0.06,14.0,64.0,19.0,19.0,0.0,19.0,64.0,2003
2439,2003-09-19,0.055875,0.06,14.0,58.0,,,,,58.0,2003
2440,2003-09-20,0.058529,0.068,20.0,77.0,,,,,77.0,2003
2441,2003-09-21,0.059235,0.062,15.0,71.0,4.6,4.6,0.0,19.0,71.0,2003
2442,2003-09-22,0.063706,0.069,18.0,87.0,,,,,87.0,2003
2443,2003-09-23,0.051542,0.066,10.0,64.0,,,,,64.0,2003
2444,2003-09-24,0.037647,0.043,14.0,38.0,67.0,67.0,0.0,57.0,57.0,2003
2445,2003-09-25,0.047176,0.051,13.0,45.0,,,,,45.0,2003
2446,2003-09-26,0.054,0.057,20.0,54.0,,,,,54.0,2003
2447,2003-09-27,0.056529,0.06,23.0,64.0,,,,,64.0,2003
2448,2003-09-28,0.054542,0.06,7.0,58.0,,,,,58.0,2003
2449,2003-09-29,0.05,0.052,19.0,47.0,,,,,47.0,2003
2450,2003-09-30,0.052765,0.055,21.0,50.0,13.0,13.0,0.0,16.0,50.0,2003
2451,2003-10-01,0.050542,0.055,7.0,49.0,,,,,49.0,2003
2452,2003-10-02,0.043292,0.048,14.0,42.0,,,,,42.0,2003
2453,2003-10-03,0.043647,0.049,14.0,43.0,5.1,5.1,0.0,21.0,43.0,2003
2454,2003-10-04,0.052294,0.06,22.0,58.0,,,,,58.0,2003
2455,2003-10-05,0.055,0.058,19.0,61.0,,,,,61.0,2003
2456,2003-10-06,0.047542,0.062,7.0,50.0,16.0,16.0,0.0,15.0,50.0,2003
2457,2003-10-07,0.039875,0.046,16.0,39.0,,,,,39.0,2003
2458,2003-10-08,0.053353,0.057,15.0,54.0,,,,,54.0,2003
2459,2003-10-09,0.049417,0.056,13.0,48.0,4.0,4.0,0.0,17.0,48.0,2003
2460,2003-10-10,0.038824,0.042,15.0,37.0,,,,,37.0,2003
2461,2003-10-11,0.050824,0.054,16.0,49.0,,,,,49.0,2003
2462,2003-10-12,0.054412,0.06,16.0,51.0,15.0,15.0,0.0,20.0,51.0,2003
2463,2003-10-13,0.05775,0.067,17.0,80.0,,,,,80.0,2003
2464,2003-10-14,0.060882,0.067,18.0,87.0,,,,,87.0,2003
2465,2003-10-15,0.052042,0.064,7.0,61.0,5.4,5.4,0.0,23.0,61.0,2003
2466,2003-10-16,0.047706,0.055,15.0,47.0,,,,,47.0,2003
2467,2003-10-17,0.056471,0.061,17.0,64.0,,,,,64.0,2003
2468,2003-10-18,0.058059,0.062,22.0,71.0,11.0,11.0,0.0,17.0,71.0,2003
2469,2003-10-19,0.057417,0.062,13.0,67.0,,,,,67.0,2003
2470,2003-10-20,0.052667,0.056,14.0,49.0,,,,,49.0,2003
2471,2003-10-21,0.053235,0.056,21.0,50.0,3.5,3.5,0.0,15.0,50.0,2003
2472,2003-10-22,0.058059,0.061,14.0,64.0,,,,,64.0,2003
2473,2003-10-23,0.060706,0.065,23.0,80.0,,,,,80.0,2003
2474,2003-10-24,0.0575,0.066,7.0,77.0,19.0,19.0,0.0,18.0,77.0,2003
2475,2003-10-25,0.045941,0.048,19.0,44.0,,,,,44.0,2003
2476,2003-10-26,0.047375,0.052,15.0,46.0,,,,,46.0,2003
2477,2003-10-27,0.044042,0.048,14.0,43.0,2.1,2.1,0.0,9.0,43.0,2003
2478,2003-10-28,0.041529,0.044,23.0,41.0,,,,,41.0,2003
2479,2003-10-29,0.048765,0.054,23.0,50.0,,,,,50.0,2003
2480,2003-10-30,0.056412,0.061,23.0,64.0,52.0,52.0,0.0,48.0,64.0,2003
2481,2003-10-31,0.05275,0.062,7.0,67.0,,,,,67.0,2003
2482,2003-11-02,,,,,6.4,6.4,0.0,27.0,27.0,2003
2483,2003-11-05,,,,,15.0,15.0,0.0,14.0,14.0,2003
2484,2003-11-08,,,,,1.5,1.5,0.0,6.0,6.0,2003
2485,2003-11-11,,,,,12.0,12.0,0.0,13.0,13.0,2003
2486,2003-11-14,,,,,3.9,3.9,0.0,16.0,16.0,2003
2487,2003-11-17,,,,,7.0,7.0,0.0,18.0,18.0,2003
2488,2003-11-20,,,,,2.7,2.7,0.0,11.0,11.0,2003
2489,2003-11-23,,,,,7.0,7.0,0.0,6.0,6.0,2003
2490,2003-11-26,,,,,3.5,3.5,0.0,15.0,15.0,2003
2491,2003-11-29,,,,,8.0,8.0,0.0,10.0,10.0,2003
2492,2003-12-02,,,,,2.9,2.9,0.0,12.0,12.0,2003
2493,2003-12-05,,,,,16.0,16.0,0.0,19.0,19.0,2003
2494,2003-12-08,,,,,2.1,2.1,0.0,9.0,9.0,2003
2495,2003-12-11,,,,,15.0,15.0,0.0,14.0,14.0,2003
2496,2003-12-14,,,,,2.0,2.0,0.0,8.0,8.0,2003
2497,2003-12-17,,,,,5.0,5.0,0.0,5.0,5.0,2003
2498,2003-12-20,,,,,3.6,3.6,0.0,15.0,15.0,2003
2499,2003-12-23,,,,,8.0,8.0,0.0,7.0,7.0,2003
2500,2003-12-26,,,,,1.9,1.9,0.0,8.0,8.0,2003
2501,2003-12-29,,,,,5.0,5.0,0.0,5.0,5.0,2003
2502,2004-01-01,,,,,4.0,4.0,0.0,17.0,17.0,2004
2503,2004-01-04,,,,,3.0,3.0,0.0,3.0,3.0,2004
2504,2004-01-07,,,,,2.7,2.7,0.0,11.0,11.0,2004
2505,2004-01-10,,,,,7.0,7.0,0.0,7.0,7.0,2004
2506,2004-01-13,,,,,3.9,3.9,0.0,16.0,16.0,2004
2507,2004-01-16,,,,,8.0,8.0,0.0,15.0,15.0,2004
2508,2004-01-19,,,,,3.5,3.5,0.0,15.0,15.0,2004
2509,2004-01-22,,,,,7.0,7.0,0.0,17.0,17.0,2004
2510,2004-01-25,,,,,1.8,1.8,0.0,8.0,8.0,2004
2511,2004-01-28,,,,,8.0,8.0,0.0,7.0,7.0,2004
2512,2004-01-31,,,,,5.4,5.4,0.0,23.0,23.0,2004
2513,2004-02-03,,,,,3.0,3.0,0.0,6.0,6.0,2004
2514,2004-02-06,,,,,1.5,1.5,0.0,6.0,6.0,2004
2515,2004-02-09,,,,,7.0,7.0,0.0,6.0,6.0,2004
2516,2004-02-12,,,,,1.5,1.5,0.0,6.0,6.0,2004
2517,2004-02-15,,,,,5.0,5.0,0.0,8.0,8.0,2004
2518,2004-02-18,,,,,5.0,5.0,0.0,21.0,21.0,2004
2519,2004-02-21,,,,,12.0,12.0,0.0,13.0,13.0,2004
2520,2004-02-24,,,,,1.2,1.2,0.0,5.0,5.0,2004
2521,2004-02-27,,,,,8.0,8.0,0.0,10.0,10.0,2004
2522,2004-03-01,,,,,1.7,1.7,0.0,7.0,7.0,2004
2523,2004-03-04,,,,,9.0,9.0,0.0,10.0,10.0,2004
2524,2004-03-07,,,,,2.3,2.3,0.0,10.0,10.0,2004
2525,2004-03-10,,,,,19.0,19.0,0.0,19.0,19.0,2004
2526,2004-03-16,,,,,8.0,8.0,0.0,13.0,13.0,2004
2527,2004-03-19,,,,,5.0,5.0,0.0,21.0,21.0,2004
2528,2004-03-22,,,,,18.0,18.0,0.0,23.0,23.0,2004
2529,2004-03-25,,,,,5.8,5.8,0.0,24.0,24.0,2004
2530,2004-03-28,,,,,4.0,4.0,0.0,10.0,10.0,2004
2531,2004-03-31,0.047,0.047,22.0,44.0,6.1,6.1,0.0,25.0,44.0,2004
2532,2004-04-01,0.044542,0.048,7.0,44.0,,,,,44.0,2004
2533,2004-04-02,0.049647,0.054,23.0,48.0,,,,,48.0,2004
2534,2004-04-03,0.054706,0.059,21.0,54.0,8.0,8.0,0.0,9.0,54.0,2004
2535,2004-04-04,0.054588,0.058,18.0,54.0,,,,,54.0,2004
2536,2004-04-05,0.058059,0.062,19.0,67.0,,,,,67.0,2004
2537,2004-04-06,0.059529,0.066,17.0,80.0,5.1,5.1,0.0,21.0,80.0,2004
2538,2004-04-07,0.059882,0.065,16.0,77.0,,,,,77.0,2004
2539,2004-04-08,0.060042,0.063,13.0,74.0,,,,,74.0,2004
2540,2004-04-09,0.055792,0.06,17.0,58.0,9.0,9.0,0.0,15.0,58.0,2004
2541,2004-04-10,0.055375,0.065,15.0,64.0,,,,,64.0,2004
2542,2004-04-11,0.055647,0.059,14.0,58.0,,,,,58.0,2004
2543,2004-04-12,0.058882,0.062,23.0,74.0,4.5,4.5,0.0,19.0,74.0,2004
2544,2004-04-13,0.067471,0.073,23.0,108.0,,,,,108.0,2004
2545,2004-04-14,0.06975,0.078,7.0,112.0,,,,,112.0,2004
2546,2004-04-15,0.061125,0.07,7.0,84.0,14.0,14.0,0.0,21.0,84.0,2004
2547,2004-04-16,0.054083,0.061,14.0,58.0,,,,,58.0,2004
2548,2004-04-17,0.051875,0.055,7.0,49.0,,,,,49.0,2004
2549,2004-04-18,0.057,0.06,17.0,64.0,3.4,3.4,0.0,14.0,64.0,2004
2550,2004-04-19,0.061059,0.064,21.0,77.0,,,,,77.0,2004
2551,2004-04-20,0.063409,0.067,18.0,84.0,,,,,84.0,2004
2552,2004-04-21,0.061,0.065,11.0,74.0,12.0,12.0,0.0,27.0,74.0,2004
2553,2004-04-22,0.057833,0.073,14.0,77.0,,,,,77.0,2004
2554,2004-04-23,0.057941,0.064,18.0,71.0,,,,,71.0,2004
2555,2004-04-24,0.059294,0.064,14.0,74.0,2.9,2.9,0.0,12.0,74.0,2004
2556,2004-04-25,0.061118,0.069,19.0,80.0,,,,,80.0,2004
2557,2004-04-26,0.066529,0.071,17.0,97.0,,,,,97.0,2004
2558,2004-04-27,0.069706,0.077,19.0,112.0,21.0,21.0,0.0,27.0,112.0,2004
2559,2004-04-28,0.075588,0.085,20.0,140.0,,,,,140.0,2004
2560,2004-04-29,0.065083,0.077,10.0,93.0,,,,,93.0,2004
2561,2004-04-30,0.052958,0.058,18.0,51.0,2.3,2.3,0.0,10.0,51.0,2004
2562,2004-05-01,0.053667,0.065,20.0,58.0,,,,,58.0,2004
2563,2004-05-02,0.058059,0.062,21.0,71.0,,,,,71.0,2004
2564,2004-05-03,0.058542,0.062,23.0,67.0,16.0,16.0,0.0,18.0,67.0,2004
2565,2004-05-04,0.061208,0.065,15.0,77.0,,,,,77.0,2004
2566,2004-05-05,0.059294,0.065,11.0,74.0,,,,,74.0,2004
2567,2004-05-06,0.054708,0.062,12.0,54.0,6.1,6.1,0.0,25.0,54.0,2004
2568,2004-05-07,0.054176,0.057,16.0,51.0,,,,,51.0,2004
2569,2004-05-08,0.056235,0.061,23.0,67.0,,,,,67.0,2004
2570,2004-05-09,0.063176,0.069,21.0,93.0,15.0,15.0,0.0,26.0,93.0,2004
2571,2004-05-10,0.055292,0.071,11.0,84.0,,,,,84.0,2004
2572,2004-05-11,0.067118,0.076,23.0,105.0,,,,,105.0,2004
2573,2004-05-12,0.065292,0.075,8.0,93.0,8.3,8.3,0.0,35.0,93.0,2004
2574,2004-05-13,0.059824,0.068,19.0,77.0,,,,,77.0,2004
2575,2004-05-14,0.065588,0.073,23.0,108.0,,,,,108.0,2004
2576,2004-05-15,0.075875,0.09,20.0,133.0,17.0,17.0,0.0,30.0,133.0,2004
2577,2004-05-16,0.061083,0.075,7.0,90.0,,,,,90.0,2004
2578,2004-05-17,0.051625,0.059,13.0,51.0,,,,,51.0,2004
2579,2004-05-18,0.04575,0.05,23.0,46.0,5.0,5.0,0.0,21.0,46.0,2004
2580,2004-05-19,0.050118,0.06,23.0,61.0,,,,,61.0,2004
2581,2004-05-20,0.056529,0.065,22.0,84.0,,,,,84.0,2004
2582,2004-05-21,0.066458,0.072,18.0,100.0,19.0,19.0,0.0,34.0,100.0,2004
2583,2004-05-22,0.067118,0.072,17.0,100.0,,,,,100.0,2004
2584,2004-05-23,0.062333,0.068,9.0,84.0,,,,,84.0,2004
2585,2004-05-24,0.0565,0.063,10.0,58.0,5.5,5.5,0.0,23.0,58.0,2004
2586,2004-05-25,0.054294,0.061,9.0,54.0,,,,,54.0,2004
2587,2004-05-26,0.057294,0.061,16.0,64.0,,,,,64.0,2004
2588,2004-05-27,0.067529,0.072,21.0,101.0,19.0,19.0,0.0,33.0,101.0,2004
2589,2004-05-28,0.0645,0.072,7.0,97.0,,,,,97.0,2004
2590,2004-05-29,0.059706,0.064,20.0,74.0,,,,,74.0,2004
2591,2004-05-30,0.061583,0.065,19.0,77.0,3.8,3.8,0.0,16.0,77.0,2004
2592,2004-05-31,0.066471,0.071,21.0,100.0,,,,,100.0,2004
2593,2004-06-01,0.062458,0.072,7.0,87.0,,,,,87.0,2004
2594,2004-06-02,0.058958,0.064,7.0,74.0,12.0,12.0,0.0,26.0,74.0,2004
2595,2004-06-03,0.05175,0.055,13.0,48.0,,,,,48.0,2004
2596,2004-06-04,0.054941,0.06,23.0,61.0,,,,,61.0,2004
2597,2004-06-05,0.058917,0.064,21.0,71.0,6.3,6.3,0.0,26.0,71.0,2004
2598,2004-06-06,0.051417,0.063,7.0,67.0,,,,,67.0,2004
2599,2004-06-07,0.052,0.064,13.0,64.0,,,,,64.0,2004
2600,2004-06-08,0.04781,0.057,23.0,47.0,20.0,20.0,0.0,26.0,47.0,2004
2601,2004-06-09,0.063882,0.069,19.0,87.0,,,,,87.0,2004
2602,2004-06-10,0.065588,0.069,23.0,90.0,,,,,90.0,2004
2603,2004-06-11,0.072882,0.079,21.0,126.0,6.0,6.0,0.0,25.0,126.0,2004
2604,2004-06-12,0.069583,0.081,7.0,122.0,,,,,122.0,2004
2605,2004-06-13,0.061417,0.071,8.0,80.0,,,,,80.0,2004
2606,2004-06-14,0.057125,0.061,8.0,67.0,16.0,16.0,0.0,24.0,67.0,2004
2607,2004-06-15,0.052875,0.059,14.0,54.0,,,,,54.0,2004
2608,2004-06-16,0.050417,0.057,19.0,49.0,,,,,49.0,2004
2609,2004-06-17,0.044529,0.051,17.0,44.0,5.3,5.3,0.0,22.0,44.0,2004
2610,2004-06-18,0.045583,0.053,18.0,45.0,,,,,45.0,2004
2611,2004-06-19,0.048824,0.057,19.0,50.0,,,,,50.0,2004
2612,2004-06-20,0.052412,0.06,9.0,50.0,12.0,12.0,0.0,20.0,50.0,2004
2613,2004-06-21,0.053,0.059,10.0,51.0,,,,,51.0,2004
2614,2004-06-22,0.048522,0.051,11.0,47.0,,,,,47.0,2004
2615,2004-06-23,0.049412,0.053,19.0,47.0,4.8,4.8,0.0,20.0,47.0,2004
2616,2004-06-24,0.056824,0.063,23.0,67.0,,,,,67.0,2004
2617,2004-06-25,0.056375,0.063,21.0,64.0,,,,,64.0,2004
2618,2004-06-26,0.057958,0.063,9.0,67.0,21.0,21.0,0.0,31.0,67.0,2004
2619,2004-06-27,0.049625,0.055,7.0,49.0,,,,,49.0,2004
2620,2004-06-28,0.045667,0.05,22.0,43.0,,,,,43.0,2004
2621,2004-06-29,0.047647,0.052,16.0,46.0,5.4,5.4,0.0,23.0,46.0,2004
2622,2004-06-30,0.049208,0.057,15.0,47.0,,,,,47.0,2004
2623,2004-07-01,0.052471,0.061,13.0,61.0,,,,,61.0,2004
2624,2004-07-02,0.044917,0.051,7.0,44.0,11.0,11.0,0.0,39.0,44.0,2004
2625,2004-07-03,0.048353,0.056,23.0,48.0,,,,,48.0,2004
2626,2004-07-04,0.056529,0.059,23.0,64.0,,,,,64.0,2004
2627,2004-07-05,0.058292,0.062,23.0,71.0,11.2,11.2,0.0,47.0,71.0,2004
2628,2004-07-06,0.05925,0.065,23.0,77.0,,,,,77.0,2004
2629,2004-07-07,0.056261,0.069,7.0,80.0,,,,,80.0,2004
2630,2004-07-08,0.045583,0.055,20.0,45.0,17.0,17.0,0.0,22.0,45.0,2004
2631,2004-07-09,0.040824,0.048,22.0,40.0,,,,,40.0,2004
2632,2004-07-10,0.047471,0.051,21.0,45.0,,,,,45.0,2004
2633,2004-07-11,0.050458,0.054,11.0,49.0,5.4,5.4,0.0,23.0,49.0,2004
2634,2004-07-12,0.055529,0.059,20.0,58.0,,,,,58.0,2004
2635,2004-07-13,0.052542,0.058,9.0,50.0,,,,,50.0,2004
2636,2004-07-14,0.053059,0.063,15.0,61.0,31.0,31.0,0.0,30.0,61.0,2004
2637,2004-07-15,0.051706,0.055,21.0,49.0,,,,,49.0,2004
2638,2004-07-16,0.05,0.054,12.0,48.0,,,,,48.0,2004
2639,2004-07-17,0.051792,0.057,10.0,51.0,3.8,3.8,0.0,16.0,51.0,2004
2640,2004-07-18,0.046292,0.051,17.0,44.0,,,,,44.0,2004
2641,2004-07-19,0.046542,0.05,13.0,44.0,,,,,44.0,2004
2642,2004-07-20,0.049,0.052,16.0,46.0,27.0,27.0,0.0,30.0,46.0,2004
2643,2004-07-21,0.056824,0.066,15.0,71.0,,,,,71.0,2004
2644,2004-07-22,0.058292,0.067,17.0,80.0,,,,,80.0,2004
2645,2004-07-23,0.050529,0.06,16.0,50.0,8.8,8.8,0.0,37.0,50.0,2004
2646,2004-07-24,0.0558,0.06,16.0,58.0,,,,,58.0,2004
2647,2004-07-26,,,,,12.0,12.0,0.0,13.0,13.0,2004
2648,2004-07-29,,,,,4.5,4.5,0.0,19.0,19.0,2004
2649,2004-08-01,,,,,18.0,18.0,0.0,20.0,20.0,2004
2650,2004-08-03,0.0495,0.052,17.0,46.0,,,,,46.0,2004
2651,2004-08-04,0.046333,0.049,16.0,44.0,4.3,4.3,0.0,18.0,44.0,2004
2652,2004-08-05,0.050235,0.057,18.0,48.0,,,,,48.0,2004
2653,2004-08-06,0.047708,0.053,13.0,46.0,,,,,46.0,2004
2654,2004-08-07,0.048125,0.051,9.0,45.0,10.0,10.0,0.0,15.0,45.0,2004
2655,2004-08-08,0.056353,0.061,13.0,61.0,,,,,61.0,2004
2656,2004-08-09,0.056667,0.063,14.0,71.0,,,,,71.0,2004
2657,2004-08-10,0.05425,0.058,11.0,58.0,3.9,3.9,0.0,16.0,58.0,2004
2658,2004-08-11,0.053667,0.058,14.0,51.0,,,,,51.0,2004
2659,2004-08-12,0.055294,0.063,14.0,58.0,,,,,58.0,2004
2660,2004-08-13,0.054958,0.061,18.0,54.0,12.0,12.0,0.0,17.0,54.0,2004
2661,2004-08-14,0.057083,0.06,22.0,61.0,,,,,61.0,2004
2662,2004-08-15,0.055529,0.06,11.0,61.0,,,,,61.0,2004
2663,2004-08-16,0.053375,0.058,14.0,51.0,4.1,4.1,0.0,17.0,51.0,2004
2664,2004-08-17,0.048682,0.052,15.0,45.0,,,,,45.0,2004
2665,2004-08-18,0.047294,0.053,23.0,46.0,,,,,46.0,2004
2666,2004-08-19,0.052375,0.055,7.0,49.0,8.0,8.0,0.0,14.0,49.0,2004
2667,2004-08-20,0.055583,0.059,15.0,58.0,,,,,58.0,2004
2668,2004-08-21,0.05175,0.057,11.0,51.0,,,,,51.0,2004
2669,2004-08-22,0.043,0.045,20.0,41.0,3.1,3.1,0.0,13.0,41.0,2004
2670,2004-08-23,0.04075,0.048,8.0,41.0,,,,,41.0,2004
2671,2004-08-24,0.034765,0.039,13.0,34.0,,,,,34.0,2004
2672,2004-08-25,0.040353,0.045,23.0,42.0,10.0,10.0,0.0,17.0,42.0,2004
2673,2004-08-26,0.042542,0.049,23.0,42.0,,,,,42.0,2004
2674,2004-08-27,0.046765,0.053,22.0,45.0,,,,,45.0,2004
2675,2004-08-28,0.052529,0.06,22.0,61.0,3.1,3.1,0.0,13.0,61.0,2004
2676,2004-08-29,0.053042,0.06,7.0,61.0,,,,,61.0,2004
2677,2004-08-30,0.046529,0.051,22.0,46.0,,,,,46.0,2004
2678,2004-08-31,0.048773,0.051,20.0,46.0,17.0,17.0,0.0,20.0,46.0,2004
2679,2004-09-01,0.055118,0.058,20.0,58.0,,,,,58.0,2004
2680,2004-09-02,0.053542,0.062,11.0,61.0,,,,,61.0,2004
2681,2004-09-03,0.040167,0.048,20.0,38.0,11.0,11.0,0.0,46.0,46.0,2004
2682,2004-09-04,0.055235,0.061,16.0,64.0,,,,,64.0,2004
2683,2004-09-05,0.057353,0.059,17.0,61.0,,,,,61.0,2004
2684,2004-09-06,0.060176,0.062,17.0,71.0,8.0,8.0,0.0,13.0,71.0,2004
2685,2004-09-07,0.066292,0.076,21.0,101.0,,,,,101.0,2004
2686,2004-09-08,0.050294,0.061,16.0,49.0,,,,,49.0,2004
2687,2004-09-09,0.054792,0.08,16.0,87.0,5.1,5.1,0.0,21.0,87.0,2004
2688,2004-09-10,0.048471,0.053,14.0,46.0,,,,,46.0,2004
2689,2004-09-11,0.049412,0.061,13.0,51.0,,,,,51.0,2004
2690,2004-09-12,0.048412,0.056,18.0,49.0,15.0,15.0,0.0,15.0,49.0,2004
2691,2004-09-13,0.046,0.051,18.0,44.0,,,,,44.0,2004
2692,2004-09-14,0.04287,0.048,11.0,40.0,,,,,40.0,2004
2693,2004-09-15,0.046765,0.056,16.0,47.0,3.9,3.9,0.0,16.0,47.0,2004
2694,2004-09-16,0.042167,0.047,14.0,42.0,,,,,42.0,2004
2695,2004-09-17,0.041542,0.044,9.0,39.0,,,,,39.0,2004
2696,2004-09-18,0.042176,0.051,13.0,44.0,17.0,17.0,0.0,18.0,44.0,2004
2697,2004-09-19,0.042765,0.052,23.0,45.0,,,,,45.0,2004
2698,2004-09-20,0.055,0.061,17.0,64.0,,,,,64.0,2004
2699,2004-09-21,0.046792,0.054,10.0,45.0,2.0,2.0,0.0,8.0,45.0,2004
2700,2004-09-22,0.048353,0.053,14.0,48.0,,,,,48.0,2004
2701,2004-09-23,0.047412,0.058,21.0,49.0,,,,,49.0,2004
2702,2004-09-24,0.045706,0.055,12.0,49.0,13.0,13.0,0.0,12.0,49.0,2004
2703,2004-09-25,0.042941,0.047,18.0,42.0,,,,,42.0,2004
2704,2004-09-26,0.051118,0.056,23.0,54.0,,,,,54.0,2004
2705,2004-09-27,0.054708,0.058,21.0,58.0,2.7,2.7,0.0,11.0,58.0,2004
2706,2004-09-28,0.055043,0.062,14.0,61.0,,,,,61.0,2004
2707,2004-09-29,0.042706,0.048,23.0,44.0,,,,,44.0,2004
2708,2004-09-30,0.046706,0.051,9.0,45.0,22.0,22.0,0.0,20.0,45.0,2004
2709,2004-10-01,0.051588,0.061,21.0,51.0,,,,,51.0,2004
2710,2004-10-02,0.051235,0.057,22.0,51.0,,,,,51.0,2004
2711,2004-10-03,0.053875,0.057,20.0,51.0,4.7,4.7,0.0,20.0,51.0,2004
2712,2004-10-04,0.051583,0.056,7.0,49.0,,,,,49.0,2004
2713,2004-10-05,0.052471,0.058,12.0,51.0,,,,,51.0,2004
2714,2004-10-06,0.049471,0.052,17.0,46.0,14.0,14.0,0.0,15.0,46.0,2004
2715,2004-10-07,0.054235,0.059,16.0,58.0,,,,,58.0,2004
2716,2004-10-08,0.059412,0.069,22.0,87.0,,,,,87.0,2004
2717,2004-10-09,0.062125,0.068,14.0,80.0,5.4,5.4,0.0,23.0,80.0,2004
2718,2004-10-10,0.049458,0.059,12.0,51.0,,,,,51.0,2004
2719,2004-10-11,0.043706,0.047,14.0,43.0,,,,,43.0,2004
2720,2004-10-12,0.050588,0.057,22.0,49.0,11.0,11.0,0.0,15.0,49.0,2004
2721,2004-10-13,0.048792,0.055,16.0,48.0,,,,,48.0,2004
2722,2004-10-14,0.049471,0.053,23.0,47.0,,,,,47.0,2004
2723,2004-10-15,0.052882,0.055,19.0,50.0,6.0,6.0,0.0,25.0,50.0,2004
2724,2004-10-16,0.049208,0.057,12.0,49.0,,,,,49.0,2004
2725,2004-10-17,0.04,0.044,22.0,39.0,,,,,39.0,2004
2726,2004-10-18,0.041458,0.046,20.0,40.0,18.0,18.0,0.0,21.0,40.0,2004
2727,2004-10-19,0.036917,0.041,13.0,36.0,,,,,36.0,2004
2728,2004-10-20,0.030333,0.035,13.0,31.0,,,,,31.0,2004
2729,2004-10-21,0.045,0.052,16.0,44.0,3.2,3.2,0.0,13.0,44.0,2004
2730,2004-10-22,0.045471,0.049,14.0,44.0,,,,,44.0,2004
2731,2004-10-23,0.050529,0.055,16.0,49.0,,,,,49.0,2004
2732,2004-10-24,0.052625,0.059,16.0,61.0,12.0,12.0,0.0,15.0,61.0,2004
2733,2004-10-25,0.045667,0.054,22.0,45.0,,,,,45.0,2004
